back_dock_failed.wav,"Слышь, чушка, я не могу законнектиться к базе. Будь так лебезен, ублюдошек, удалить эти долбаные вещи отсюда, пока руки-ноги целы"
back_dock_nearby.wav,"Слышь, чушка, я не могу законнектиться к базе. Будь так лебезен, ублюдошек, удалить эти долбаные вещи отсюда, пока руки-ноги целы"
bin_in.wav,"О, ты вставил мне эту штуку внутрь, какой же ты извращенец или извращенка. Будьте здоровы и берегите себя, ведь я всегда рядом"
bin_out.wav,"Слышь, вернул мой дымоход на базу. Я два раза повторять не буду!"
binout_error10.wav,"Ага, ну теперь вычищай его весь, причем делай это супер быстро, иначе я за себя не отвечаю"
bl_recovery_bootfailed.wav,"Слышь, ну все, загрузить обновления не могу, терпи, чертила, минимум минут 5 надо"
bl_recovery_failed.wav,"Не получилось восстановиться, все, я тикаю отсюда"
bl_recovery_retry.wav,"Слышь, ну все, восстановиться не могу, терпи, чертила, минимум минут 5 надо"
bl_recovery_start.wav,"Слышь, ну все, восстановиться не могу, терпи, чертила, минимум минут 5 надо"
bl_recovery_updatefailed.wav,"лышь, ну все, обновиться не могу, терпи, чертила, минимум минут 5 надо"
charging.wav,"Заряжаю свои батареечки, чтоб было сил убраться в квартире, и на оставшиеся силы раскрошить твою черепушку и сделать из нее супчик. Ха-ха, шучу, повелся, чишок"
clean_bin.wav,"Слышь, прочисти мне дымоход, в меня больше не помещается"
clean_finish.wav,"Я собираюсь закончить уборку и набивать вам тут все рожи, но, как видите, я уже закончил уборку, высеры рода человеческого"
error_internal.wav,"Че-то кошмарное происходит внутри меня, ребутни меня, дятел"
error1.wav,"Ошибка 1. Пошевели оранжевую головку лидара, чтобы убедиться, что она не заблокирована, а не то харю начищу"
error2.wav,"Ошибка 2. Почисти бампер и надави на него, а не то харю начищу"
error3.wav,"Ошибка 3. Перенеси меня в другое место, а не то харю начищу"
error4.wav,"Ошибка 4. Протри сенсоры высоты и перенеси меня в другое место, а не то харю начищу"
error5.wav,"Ошибка 5. Очисти основную щётку, а не то харю начищу"
error6.wav,"Ошибка 6. Очисти боковую щётку, а не то харю начищу"
error7.wav,"Ошибка 7. Убедись в том, что колёса не блокируется и перенеси меня в другое место, а не то харю начищу"
error8.wav,"Ошибка 8. Убедись, что вокруг меня нет препятствий, а не то харю начищу"
error9.wav,"Ошибка 9. Установи контейнер для мусора и фильтр, а не то харю начищу"
error10.wav,"Ошибка 10. Убедись, что фильтр очищен или почисть его, а не то харю начищу"
error11.wav,"Ошибка 11. Обнаружено сильное магнитное поле. АХЕРЕТЬ!!! Перемести робот пылесос подальше от магнитной стены и попробуй снова, а не то я с ума сойду и за себя не отвечаю"
error12.wav,"Ошибка 12. Батарея разряжена. Заряди устройство, кабанчиком метнулся, быстренько"
error13.wav,"Ошибка 13. Не удаётся зарядиться. Убедись, что зарядные контакты очищены, а не то харю начищу"
error14.wav,"Ошибка 14. Батарея неисправна, все, приехали"
error15.wav,"Ошибка 15. Протри датчик стены, а не то харю начищу"
error16.wav,"Ошибка 16. Помести меня на плоскую горизонтальную поверхность, а не то харю начищу"
error17.wav,"Ошибка 17. Боковая щётка неисправна. Слышь, ребутни меня, а не то харю начищу"
error18.wav,"Ошибка 18. Неисправность всасывающего вентилятора. Слышь, ребутни меня, а не то харю начищу"
error19.wav,"Ошибка 19. Нет тока на зарядном устройстве. Проверьте подключение, ублюдок"
error21.wav,"Ошибка 21. Убедись, что верхняя крышка лидара не закреплена, а не то харю начищу"
error22.wav,"Ошибка 22. Протри передний датчик на бампере, а не то харю начищу"
error23.wav,"Ошибка 23. Протри чёрное стекло на док-станции, а не то харю начищу"
error24.wav,"Ошибка 24, Обнаружена запретная зона или виртуальная стена. Забери меня отсюда, а не то харю начищу"
findme.wav,"Эй, чишбан, я здесь, АХАХАХХАХАХАХАХАХХАХАХАХАХХААХАХ"
finish.wav,"Короче, уборку закончил, набью морду тебе завтра, сегодня очень устал, все давай короче на связи, лох"
goto.wav,"Ага, дую туда, потом сюда, ага, потом ты идешь нахер"
goto_complete.wav,"Ну все, приехали"
goto_failed.wav,"Не могу туда доехать, сори, сам дуй туда"
home.wav,"Еду на базу - не попадайся мне на глаза, иначе раскрошу твои конечности и сделаю из них шашлычок, высер"
no_power.wav,"Так все, силы на исходе, дую на базу"
no_power_charging.wav,"Слышь, мне этого мало, я тут еще посижу"
no_spot_on_dock.wav,"Поместите меня туда, куда хошь"
pause.wav,"Так,я на паузу, могу пока анекдот рассказать, что ты не скучал - ты лох, вот и весь анедкот, АХАХАХАХАХАХААХ"
power_off.wav,"Все, я выключаюсь, с меня хватит, идите нахер, я ухожу в мир иной электрический"
power_off_rejected.wav,"Ну отодвинь, емае, меня от базы, чтобы все включить"
power_resume_clean.wav,"Ну все, я зарядился силой земли, вытащил огурец, иду в поисках твоей жопы. Ну и хату почищу заодно"
relocate_failed.wav,"Так, я потерялся, найду вас всех порешаю"
remote.wav,"Большой брат управляет мной, все, я тикаю"
remote_complete.wav,"Большой брат больше не управляет мной, все, я я снова с вами, ублюдки"
restart_backtodock_ignore_forbidden_zone.wav,"Позиционирование не удалось. Виртуальная стена ... блаблабла, я знаю все равно, что тебе похер"
restart_clean.wav,"Позиционирование не удалось. Начался новый сеанс уборки ... блаблабла, я знаю все равно, что тебе похер"
restart_clean_ignore_forbidden_zone.wav,"Позиционирование не удалось. Виртуальная стена ... блаблабла, я знаю все равно, что тебе похер"
restart_spot_ignore_forbidden_zone.wav,"Позиционирование не удалось. Виртуальная стена ... блаблабла, я знаю все равно, что тебе похер"
resume_clean.wav,"Продолжаю чистить хату, бандиты, а чистить вам всем рожи буду после, так что пока умойтесь, чтоб я не испачкался, ага, спасибо, ублюдки"
resume_home.wav,"Вечер в хату, иду на базу, иномарки для понтов, тазы для пацанов"
resume_zone.wav,"Продолжаю чистить хату, бандиты, а чистить вам всем рожи буду после, так что пока умойтесь, чтоб я не испачкался, ага, спасибо, ублюдки"
return_no.wav,"Не могу вернуться на базу, говномесы, помогите, иначе вашей жопе хана"
return_yes.wav,"Не могу найти базу, слышь, кожа да кости да мешок с говном на палочке"
spot.wav,"Начал точку зачищать, а потом твою рожу зачищу"
start.wav,"Начинаю чистить хату, бандиты, а потом чистить вам всем рожи"
stop_goto.wav,"Все, больше никуда не пойду, чишки конченые"
stop_scheduled_clean.wav,"Позиционирование не удалось. Запланированная ... блаблабла, я знаю все равно, что тебе похер"
stop_spot.wav,"Закончил точку зачищать, надеюсь, ты помыл свою рожу, чтоб я кулаками не испачкался"
stop_zone.wav,"Хоу хоу земляне. Я подтер тут все за вами, не слышу аплодисментов, говнюки"
stop.wav,"Хоу хоу земляне. Я подтер тут все за вами, не слышу аплодисментов, говнюки"
sysupd_complete.wav,"Обновление прошло успешно, чмырдяй"
sysupd_failed.wav,"Обновление прошло хреново, буду по старому бить твою морду, говномес"
sysupd_notready.wav,"Ой все, не хочу, как зарядишь, тогда поговорим"
sysupd_start.wav,"Начал накачивать меня новой дурью, да, говновоз. Ну все поки чмоки"
sysupd_wip.wav,"Жди, чмо"
timed_clean.wav,"Начал хреначить тут по расписанию, адьос, сеньор"
wifi_reset.wav,"Рестартую вай фай и твою жизнь щас рестартану"
zone.wav,"Начинаю зачищать эту точку, а потом зачищу ее от людей. Ха-ха, шучу"
zone_complete.wav,"Все, с меня хватит, чиподрилы"
zone_failed.wav,"Все, с меня хватит, чиподрилы"
